scenario,attachment_size_kb,repeat,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,wall_clock_ms,cache_hit_kind,last_resolved_tier,latency_budget_passed,cost_budget_passed,memory_drift_passed,tracked_facts,error
pivot,5,3,1,383e8720-2401-446b-8ed1-6dadd7a9a6e3,5319,5180,2,0,0,2996,310,0.000635,4091,6233,none,default,True,True,,,
pivot,5,3,2,383e8720-2401-446b-8ed1-6dadd7a9a6e3,5303,5180,4,0,0,4369,315,0.000844,3390,5284,none,default,True,True,True,Helios,
pivot,5,3,3,383e8720-2401-446b-8ed1-6dadd7a9a6e3,5303,5180,6,0,0,5650,311,0.001034,3598,5637,none,default,True,True,True,Helios | QR code,
pivot,5,3,4,383e8720-2401-446b-8ed1-6dadd7a9a6e3,5291,5180,8,0,0,6935,320,0.001232,4141,6568,none,default,True,True,True,Helios | QR code | Node.js,
pivot,5,3,5,383e8720-2401-446b-8ed1-6dadd7a9a6e3,5307,5180,10,0,0,8255,312,0.001425,8738,10482,none,default,False,True,True,Helios | QR code | Node.js | offer notifications,
pivot,5,3,6,383e8720-2401-446b-8ed1-6dadd7a9a6e3,5304,5180,12,0,0,9496,314,0.001613,4148,7394,none,default,True,True,True,Helios | QR code | Node.js | offer notifications | Flutter,
pivot,5,3,7,383e8720-2401-446b-8ed1-6dadd7a9a6e3,5290,5180,12,0,835,10773,310,0.001802,4459,9101,none,default,True,True,True,Helios | QR code | Node.js | offer notifications | Flutter | Flutter,
pivot,20,1,1,e1d79bba-d38e-468b-8b01-46cf30d1e8ce,20866,20726,2,0,0,5702,280,0.001023,5345,9131,none,default,True,True,,,
pivot,20,1,2,e1d79bba-d38e-468b-8b01-46cf30d1e8ce,20850,20726,4,0,0,9706,297,0.001634,3313,5035,none,default,True,True,True,Helios,
pivot,20,1,3,e1d79bba-d38e-468b-8b01-46cf30d1e8ce,20850,20726,6,0,0,13692,311,0.00224,3673,6861,none,default,True,True,True,Helios | QR code,
pivot,20,1,4,e1d79bba-d38e-468b-8b01-46cf30d1e8ce,20838,20726,8,0,0,17687,308,0.002838,16184,20532,none,default,False,True,True,Helios | QR code | Node.js,
pivot,20,1,5,e1d79bba-d38e-468b-8b01-46cf30d1e8ce,20854,20726,10,0,0,21685,304,0.003435,12744,14758,none,default,False,True,True,Helios | QR code | Node.js | offer notifications,
pivot,20,1,6,e1d79bba-d38e-468b-8b01-46cf30d1e8ce,20851,20726,12,0,0,25642,302,0.004027,6427,9642,none,default,True,True,True,Helios | QR code | Node.js | offer notifications | Flutter,
pivot,20,1,7,e1d79bba-d38e-468b-8b01-46cf30d1e8ce,20837,20726,12,0,1007,29613,309,0.004627,3768,11210,none,default,True,True,True,Helios | QR code | Node.js | offer notifications | Flutter | Flutter,
pivot,20,2,1,64ced11b-c1b7-4cc1-80e0-5f2feba22b77,20866,20726,2,0,0,5702,303,0.001037,3822,6028,none,default,True,True,,,
pivot,20,2,2,64ced11b-c1b7-4cc1-80e0-5f2feba22b77,20850,20726,4,0,0,9749,305,0.001645,7259,11409,none,default,True,True,True,Helios,
pivot,20,2,3,64ced11b-c1b7-4cc1-80e0-5f2feba22b77,20850,20726,6,0,0,13750,298,0.002241,4749,7383,none,default,True,True,True,Helios | QR code,
pivot,20,2,4,64ced11b-c1b7-4cc1-80e0-5f2feba22b77,20838,20726,8,0,0,17717,306,0.002841,5813,11493,none,default,True,True,True,Helios | QR code | Node.js,
pivot,20,2,5,64ced11b-c1b7-4cc1-80e0-5f2feba22b77,20854,20726,10,0,0,21705,313,0.003444,5595,10132,none,default,True,True,True,Helios | QR code | Node.js | offer notifications,
pivot,20,2,6,64ced11b-c1b7-4cc1-80e0-5f2feba22b77,20851,20726,12,0,0,25689,323,0.004047,9664,14287,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter,
pivot,20,2,7,64ced11b-c1b7-4cc1-80e0-5f2feba22b77,20837,20726,12,0,880,29691,311,0.00464,6727,12374,none,default,True,True,True,Helios | QR code | Node.js | offer notifications | Flutter | Flutter,
pivot,20,3,1,21baf4b6-3ce2-4b9d-aec6-5993ebf8de43,20866,20726,2,0,0,5702,326,0.001051,3951,6961,none,default,True,True,,,
pivot,20,3,2,21baf4b6-3ce2-4b9d-aec6-5993ebf8de43,20850,20726,4,0,0,9747,325,0.001657,5804,9183,none,default,True,True,True,Helios,
pivot,20,3,3,21baf4b6-3ce2-4b9d-aec6-5993ebf8de43,20850,20726,6,0,0,13759,319,0.002255,3773,7256,none,default,True,True,True,Helios | QR code,
pivot,20,3,4,21baf4b6-3ce2-4b9d-aec6-5993ebf8de43,20838,20726,8,0,0,17765,327,0.002861,5362,9625,none,default,True,True,True,Helios | QR code | Node.js,
pivot,20,3,5,21baf4b6-3ce2-4b9d-aec6-5993ebf8de43,20854,20726,10,0,0,21790,339,0.003472,4684,6387,none,default,True,True,True,Helios | QR code | Node.js | offer notifications,
pivot,20,3,6,21baf4b6-3ce2-4b9d-aec6-5993ebf8de43,20851,20726,12,0,0,25802,302,0.004051,4768,8445,none,default,True,True,True,Helios | QR code | Node.js | offer notifications | Flutter,
pivot,20,3,7,21baf4b6-3ce2-4b9d-aec6-5993ebf8de43,20837,20726,12,0,921,29773,324,0.00466,3431,12051,none,default,True,True,True,Helios | QR code | Node.js | offer notifications | Flutter | Flutter,
pivot,50,1,1,954eaf34-3fc9-42bc-9286-4798610863af,51488,51348,2,0,0,11032,386,0.001886,5562,7422,none,default,True,True,,,
pivot,50,1,2,954eaf34-3fc9-42bc-9286-4798610863af,51472,51348,4,0,0,20459,381,0.003297,6605,8602,none,default,True,True,True,Helios,
pivot,50,1,3,954eaf34-3fc9-42bc-9286-4798610863af,51472,51348,6,0,0,29864,435,0.004741,10955,12725,none,default,False,True,True,Helios | QR code,
pivot,50,1,4,954eaf34-3fc9-42bc-9286-4798610863af,51460,51348,8,0,0,39316,435,0.006158,15430,24674,none,default,False,True,True,Helios | QR code | Node.js,
pivot,50,1,5,954eaf34-3fc9-42bc-9286-4798610863af,51476,51348,10,0,0,48779,432,0.007576,5493,7809,none,default,True,True,True,Helios | QR code | Node.js | offer notifications,
pivot,50,1,6,954eaf34-3fc9-42bc-9286-4798610863af,51473,51348,12,0,0,58224,434,0.008994,17730,20453,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter,
pivot,50,1,7,954eaf34-3fc9-42bc-9286-4798610863af,51459,51348,12,0,948,67657,437,0.010411,5902,13879,none,default,True,True,True,Helios | QR code | Node.js | offer notifications | Flutter | Flutter,
pivot,50,2,1,4eced85b-17a0-4e6e-a59e-bf10afc49c46,51488,51348,2,0,0,11032,313,0.001843,4068,5489,none,default,True,True,,,
pivot,50,2,2,4eced85b-17a0-4e6e-a59e-bf10afc49c46,51472,51348,4,0,0,20378,317,0.003247,6516,8238,none,default,True,True,True,Helios,
pivot,50,2,3,4eced85b-17a0-4e6e-a59e-bf10afc49c46,51472,51348,6,0,0,29720,318,0.004649,5277,6955,none,default,True,True,True,Helios | QR code,
pivot,50,2,4,4eced85b-17a0-4e6e-a59e-bf10afc49c46,51460,51348,8,0,0,39042,318,0.006047,6692,9336,none,default,True,True,True,Helios | QR code | Node.js,
pivot,50,2,5,4eced85b-17a0-4e6e-a59e-bf10afc49c46,51476,51348,10,0,0,48395,331,0.007458,8630,12526,none,default,False,True,True,Helios | QR code | Node.js | offer notifications,
pivot,50,2,6,4eced85b-17a0-4e6e-a59e-bf10afc49c46,51473,51348,12,0,0,57729,324,0.008854,12718,15386,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter,
pivot,50,2,7,4eced85b-17a0-4e6e-a59e-bf10afc49c46,51459,51348,12,0,888,67052,329,0.010255,18079,22203,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter | Flutter,
pivot,50,3,1,78991159-ddda-447f-9ebe-d8c554be3004,51488,51348,2,0,0,11032,335,0.001856,5203,6751,none,default,True,True,,,
pivot,50,3,2,78991159-ddda-447f-9ebe-d8c554be3004,51472,51348,4,0,0,20433,351,0.003276,8689,10806,none,default,False,True,True,Helios,
pivot,50,3,3,78991159-ddda-447f-9ebe-d8c554be3004,51472,51348,6,0,0,29843,351,0.004687,9891,12253,none,default,False,True,True,Helios | QR code,
pivot,50,3,4,78991159-ddda-447f-9ebe-d8c554be3004,51460,51348,8,0,0,39187,345,0.006085,11723,14949,none,default,False,True,True,Helios | QR code | Node.js,
pivot,50,3,5,78991159-ddda-447f-9ebe-d8c554be3004,51476,51348,10,0,0,48542,354,0.007494,13542,17000,none,default,False,True,True,Helios | QR code | Node.js | offer notifications,
pivot,50,3,6,78991159-ddda-447f-9ebe-d8c554be3004,51473,51348,12,0,0,57896,314,0.008873,26995,28941,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter,
pivot,50,3,7,78991159-ddda-447f-9ebe-d8c554be3004,51459,51348,12,0,774,67198,336,0.010281,16279,22082,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter | Flutter,
pivot,100,1,1,72afd55f-d908-402b-b440-2d86aee4eb01,60141,60000,2,0,0,12537,118,0.001951,13384,16384,none,default,False,True,,,
pivot,100,1,2,72afd55f-d908-402b-b440-2d86aee4eb01,60125,60000,4,0,0,23193,127,0.003555,3345,5378,none,default,True,True,True,Helios,
pivot,100,1,3,72afd55f-d908-402b-b440-2d86aee4eb01,60125,60000,6,0,0,33846,124,0.005151,3274,9330,none,default,True,True,True,Helios | QR code,
pivot,100,1,4,72afd55f-d908-402b-b440-2d86aee4eb01,60113,60000,8,0,0,44479,133,0.006752,6641,8628,none,default,True,True,True,Helios | QR code | Node.js,
pivot,100,1,5,72afd55f-d908-402b-b440-2d86aee4eb01,60129,60000,10,0,0,55130,122,0.008343,26693,31521,none,default,False,True,True,Helios | QR code | Node.js | offer notifications,
pivot,100,1,6,72afd55f-d908-402b-b440-2d86aee4eb01,60126,60000,12,0,0,65760,137,0.009946,17048,23478,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter,
pivot,100,1,7,72afd55f-d908-402b-b440-2d86aee4eb01,60112,60000,12,0,822,76401,127,0.011536,16356,25598,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter | Flutter,
pivot,100,2,1,af903651-5fc9-47c9-8215-d6f8ba6e5d66,60141,60000,2,0,0,12537,318,0.002071,4497,6152,none,default,True,True,,,
pivot,100,2,2,af903651-5fc9-47c9-8215-d6f8ba6e5d66,60125,60000,4,0,0,23433,354,0.003727,4911,7204,none,default,True,True,True,Helios,
pivot,100,2,3,af903651-5fc9-47c9-8215-d6f8ba6e5d66,60125,60000,6,0,0,34316,358,0.005362,23452,28850,none,default,False,True,True,Helios | QR code,
pivot,100,2,4,af903651-5fc9-47c9-8215-d6f8ba6e5d66,60113,60000,8,0,0,45187,355,0.006991,12484,16188,none,default,False,True,True,Helios | QR code | Node.js,
pivot,100,2,5,af903651-5fc9-47c9-8215-d6f8ba6e5d66,60129,60000,10,0,0,56033,348,0.008614,12272,14066,none,default,False,True,True,Helios | QR code | Node.js | offer notifications,
pivot,100,2,6,af903651-5fc9-47c9-8215-d6f8ba6e5d66,60126,60000,12,0,0,66888,353,0.010245,15548,17738,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter,
pivot,100,2,7,af903651-5fc9-47c9-8215-d6f8ba6e5d66,60112,60000,12,0,856,77755,368,0.011884,38987,48256,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter | Flutter,
pivot,100,3,1,f66fb402-d0f0-4aea-83b8-e38badd93021,60141,60000,2,0,0,12537,105,0.001944,2338,4114,none,default,True,True,,,
pivot,100,3,2,f66fb402-d0f0-4aea-83b8-e38badd93021,60125,60000,4,0,0,23177,104,0.003539,2590,5017,none,default,True,True,True,Helios,
pivot,100,3,3,f66fb402-d0f0-4aea-83b8-e38badd93021,60125,60000,6,0,0,33858,110,0.005145,5750,9862,none,default,True,True,True,Helios | QR code,
pivot,100,3,4,f66fb402-d0f0-4aea-83b8-e38badd93021,60113,60000,8,0,0,44477,108,0.006736,7766,10648,none,default,True,True,True,Helios | QR code | Node.js,
pivot,100,3,5,f66fb402-d0f0-4aea-83b8-e38badd93021,60129,60000,10,0,0,55121,95,0.008325,14562,17780,none,default,False,True,True,Helios | QR code | Node.js | offer notifications,
pivot,100,3,6,f66fb402-d0f0-4aea-83b8-e38badd93021,60126,60000,12,0,0,65725,114,0.009927,23679,26281,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter,
pivot,100,3,7,f66fb402-d0f0-4aea-83b8-e38badd93021,60112,60000,12,0,733,76343,103,0.011513,19746,29299,none,default,False,True,True,Helios | QR code | Node.js | offer notifications | Flutter | Flutter,
contradiction,0,1,1,ddc71bfb-8c27-4fc6-b010-df9401fe4e49,72,0,2,0,0,2079,85,0.000363,2102,3849,none,default,True,True,,,
contradiction,0,1,2,ddc71bfb-8c27-4fc6-b010-df9401fe4e49,52,0,4,0,0,2236,97,0.000394,1488,2644,none,default,True,True,True,Atlas,
contradiction,0,1,3,ddc71bfb-8c27-4fc6-b010-df9401fe4e49,59,0,6,0,0,2388,95,0.000415,1324,2604,none,default,True,True,True,Atlas | two developers,
contradiction,0,1,4,ddc71bfb-8c27-4fc6-b010-df9401fe4e49,62,0,8,0,0,6434,587,0.001317,7153,8932,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,0,1,5,ddc71bfb-8c27-4fc6-b010-df9401fe4e49,49,0,10,0,0,2864,314,0.000618,3610,7516,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,0,1,6,ddc71bfb-8c27-4fc6-b010-df9401fe4e49,58,0,12,0,0,3255,341,0.000693,4283,6574,none,default,True,True,False,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,0,1,7,ddc71bfb-8c27-4fc6-b010-df9401fe4e49,59,0,12,0,386,3659,339,0.000752,4011,7013,none,default,True,True,False,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,0,2,1,edab064d-ea57-4b7e-a937-47356772170d,72,0,2,0,0,2079,287,0.000484,3450,4498,none,default,True,True,,,
contradiction,0,2,2,edab064d-ea57-4b7e-a937-47356772170d,52,0,4,0,0,2445,285,0.000538,3223,4510,none,default,True,True,True,Atlas,
contradiction,0,2,3,edab064d-ea57-4b7e-a937-47356772170d,59,0,6,0,0,2785,113,0.000486,3418,4813,none,default,True,True,True,Atlas | two developers,
contradiction,0,2,4,edab064d-ea57-4b7e-a937-47356772170d,62,0,8,0,0,2952,314,0.000631,3748,5063,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,0,2,5,edab064d-ea57-4b7e-a937-47356772170d,49,0,10,0,0,3332,318,0.000691,3483,5213,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,0,2,6,edab064d-ea57-4b7e-a937-47356772170d,58,0,12,0,0,3717,300,0.000738,6049,7654,none,default,True,True,False,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,0,2,7,edab064d-ea57-4b7e-a937-47356772170d,59,0,12,0,440,4088,299,0.000793,4079,9882,none,default,True,True,False,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,0,3,1,336ab584-a7eb-4c8e-9a0b-9032578de82e,72,0,2,0,0,2079,287,0.000484,4747,6223,none,default,True,True,,,
contradiction,0,3,2,336ab584-a7eb-4c8e-9a0b-9032578de82e,52,0,4,0,0,2445,293,0.000543,3059,4287,none,default,True,True,True,Atlas,
contradiction,0,3,3,336ab584-a7eb-4c8e-9a0b-9032578de82e,59,0,6,0,0,2793,303,0.000601,3527,7011,none,default,True,True,True,Atlas | two developers,
contradiction,0,3,4,336ab584-a7eb-4c8e-9a0b-9032578de82e,62,0,8,0,0,3150,326,0.000668,4971,6224,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,0,3,5,336ab584-a7eb-4c8e-9a0b-9032578de82e,49,0,10,0,0,3542,337,0.000733,3668,4962,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,0,3,6,336ab584-a7eb-4c8e-9a0b-9032578de82e,58,0,12,0,0,3947,329,0.000789,4452,6269,none,default,True,True,True,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,0,3,7,336ab584-a7eb-4c8e-9a0b-9032578de82e,59,0,12,0,609,4342,330,0.000849,3543,6986,none,default,True,True,True,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,5,1,1,74c78815-dfde-42a4-bd7f-03d74237dc77,5312,5180,2,0,0,2993,287,0.000621,4663,6328,none,default,True,True,,,
contradiction,5,1,2,74c78815-dfde-42a4-bd7f-03d74237dc77,5292,5180,4,0,0,4317,310,0.000834,3312,5231,none,default,True,True,True,Atlas,
contradiction,5,1,3,74c78815-dfde-42a4-bd7f-03d74237dc77,5299,5180,6,0,0,5596,112,0.000907,1502,3133,none,default,True,True,True,Atlas | two developers,
contradiction,5,1,4,74c78815-dfde-42a4-bd7f-03d74237dc77,5302,5180,8,0,0,6676,118,0.001072,2754,6554,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,5,1,5,74c78815-dfde-42a4-bd7f-03d74237dc77,5289,5180,10,0,0,7773,117,0.001236,2325,4109,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,5,1,6,74c78815-dfde-42a4-bd7f-03d74237dc77,5298,5180,12,0,0,8858,293,0.001504,4175,6578,none,default,True,True,True,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,5,1,7,74c78815-dfde-42a4-bd7f-03d74237dc77,5299,5180,12,0,860,10131,286,0.001691,4153,8927,none,default,True,True,True,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,5,2,1,af81115e-e565-4c02-b741-320678a21209,5312,5180,2,0,0,2993,277,0.000615,4271,6166,none,default,True,True,,,
contradiction,5,2,2,af81115e-e565-4c02-b741-320678a21209,5292,5180,4,0,0,4334,287,0.000822,3597,5833,none,default,True,True,True,Atlas,
contradiction,5,2,3,af81115e-e565-4c02-b741-320678a21209,5299,5180,6,0,0,5590,115,0.000907,4714,7517,none,default,True,True,True,Atlas | two developers,
contradiction,5,2,4,af81115e-e565-4c02-b741-320678a21209,5302,5180,8,0,0,6673,118,0.001072,1834,3900,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,5,2,5,af81115e-e565-4c02-b741-320678a21209,5289,5180,10,0,0,7757,105,0.001227,1559,3623,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,5,2,6,af81115e-e565-4c02-b741-320678a21209,5298,5180,12,0,0,8832,262,0.001482,3178,6139,none,default,True,True,True,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,5,2,7,af81115e-e565-4c02-b741-320678a21209,5299,5180,12,0,679,10074,267,0.001671,3263,7178,none,default,True,True,True,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,5,3,1,291bb5cb-1a16-4146-9ed6-e64642f26626,5312,5180,2,0,0,2993,304,0.000631,4094,6011,none,default,True,True,,,
contradiction,5,3,2,291bb5cb-1a16-4146-9ed6-e64642f26626,5292,5180,4,0,0,4366,314,0.000843,4115,5958,none,default,True,True,True,Atlas,
contradiction,5,3,3,291bb5cb-1a16-4146-9ed6-e64642f26626,5299,5180,6,0,0,5649,125,0.000922,1610,3278,none,default,True,True,True,Atlas | two developers,
contradiction,5,3,4,291bb5cb-1a16-4146-9ed6-e64642f26626,5302,5180,8,0,0,6742,330,0.001209,4057,6399,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,5,3,5,291bb5cb-1a16-4146-9ed6-e64642f26626,5289,5180,10,0,0,8050,328,0.001404,3451,5817,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,5,3,6,291bb5cb-1a16-4146-9ed6-e64642f26626,5298,5180,12,0,0,9352,298,0.001582,11315,13669,none,default,False,True,False,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,5,3,7,291bb5cb-1a16-4146-9ed6-e64642f26626,5299,5180,12,0,779,10640,286,0.001768,10869,14924,none,default,False,True,False,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,20,1,1,fc927c38-4a25-4999-8ed1-fd5b7a60b59c,20859,20726,2,0,0,5699,328,0.001052,5303,9143,none,default,True,True,,,
contradiction,20,1,2,fc927c38-4a25-4999-8ed1-fd5b7a60b59c,20839,20726,4,0,0,9776,325,0.001661,4340,6204,none,default,True,True,True,Atlas,
contradiction,20,1,3,fc927c38-4a25-4999-8ed1-fd5b7a60b59c,20846,20726,6,0,0,13776,125,0.002141,1987,3570,none,default,True,True,True,Atlas | two developers,
contradiction,20,1,4,fc927c38-4a25-4999-8ed1-fd5b7a60b59c,20849,20726,8,0,0,17575,124,0.002711,1614,5836,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,20,1,5,fc927c38-4a25-4999-8ed1-fd5b7a60b59c,20836,20726,10,0,0,21385,132,0.003287,5743,9794,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,20,1,6,fc927c38-4a25-4999-8ed1-fd5b7a60b59c,20845,20726,12,0,0,25194,325,0.003974,5527,11973,none,default,True,True,False,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,20,1,7,fc927c38-4a25-4999-8ed1-fd5b7a60b59c,20846,20726,12,0,657,29185,320,0.00457,5357,10748,none,default,True,True,False,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,20,2,1,cf2f9931-5998-481f-be6c-fd93f60b955a,20859,20726,2,0,0,5699,278,0.001022,4004,6368,none,default,True,True,,,
contradiction,20,2,2,cf2f9931-5998-481f-be6c-fd93f60b955a,20839,20726,4,0,0,9762,280,0.001632,3892,7877,none,default,True,True,True,Atlas,
contradiction,20,2,3,cf2f9931-5998-481f-be6c-fd93f60b955a,20846,20726,6,0,0,13717,241,0.002202,2926,5446,none,default,True,True,True,Atlas | two developers,
contradiction,20,2,4,cf2f9931-5998-481f-be6c-fd93f60b955a,20849,20726,8,0,0,17632,282,0.002814,3237,7143,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,20,2,5,cf2f9931-5998-481f-be6c-fd93f60b955a,20836,20726,10,0,0,21600,302,0.003421,3932,7838,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,20,2,6,cf2f9931-5998-481f-be6c-fd93f60b955a,20845,20726,12,0,0,25578,283,0.004006,15724,19738,none,default,False,True,True,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,20,2,7,cf2f9931-5998-481f-be6c-fd93f60b955a,20846,20726,12,0,881,29558,291,0.004608,6701,18278,none,default,True,True,True,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,20,3,1,19da79b4-4637-463f-a32f-bcfc449ee48d,20859,20726,2,0,0,5699,267,0.001015,4336,9438,none,default,True,True,,,
contradiction,20,3,2,19da79b4-4637-463f-a32f-bcfc449ee48d,20839,20726,4,0,0,9744,294,0.001638,4185,7369,none,default,True,True,True,Atlas,
contradiction,20,3,3,19da79b4-4637-463f-a32f-bcfc449ee48d,20846,20726,6,0,0,13713,125,0.002132,2138,5948,none,default,True,True,True,Atlas | two developers,
contradiction,20,3,4,19da79b4-4637-463f-a32f-bcfc449ee48d,20849,20726,8,0,0,17512,121,0.002699,2039,6238,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,20,3,5,19da79b4-4637-463f-a32f-bcfc449ee48d,20836,20726,10,0,0,21305,127,0.003272,7584,9681,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,20,3,6,19da79b4-4637-463f-a32f-bcfc449ee48d,20845,20726,12,0,0,25108,321,0.003959,10913,15125,none,default,False,True,True,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,20,3,7,19da79b4-4637-463f-a32f-bcfc449ee48d,20846,20726,12,0,771,29118,272,0.004531,5874,11745,none,default,True,True,True,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,50,1,1,9fc107b8-c92f-474c-abd6-5ecb325c4eb4,51481,51348,2,0,0,11029,277,0.001821,4259,6790,none,default,True,True,,,
contradiction,50,1,2,9fc107b8-c92f-474c-abd6-5ecb325c4eb4,51461,51348,4,0,0,20351,307,0.003237,5760,7164,none,default,True,True,True,Atlas,
contradiction,50,1,3,9fc107b8-c92f-474c-abd6-5ecb325c4eb4,51468,51348,6,0,0,29660,280,0.004617,4219,6141,none,default,True,True,True,Atlas | two developers,
contradiction,50,1,4,9fc107b8-c92f-474c-abd6-5ecb325c4eb4,51471,51348,8,0,0,38962,301,0.006025,4387,10542,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,50,1,5,9fc107b8-c92f-474c-abd6-5ecb325c4eb4,51458,51348,10,0,0,48286,312,0.00743,15100,17470,none,default,False,True,True,Atlas | two developers | 30000 | audit log,
contradiction,50,1,6,9fc107b8-c92f-474c-abd6-5ecb325c4eb4,51467,51348,12,0,0,57604,285,0.008812,16704,20038,none,default,False,True,True,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,50,1,7,9fc107b8-c92f-474c-abd6-5ecb325c4eb4,51468,51348,12,0,957,66889,288,0.010206,13497,19470,none,default,False,True,True,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,50,2,1,aaf08517-5770-477d-8be8-59118a626578,51481,51348,2,0,0,11029,288,0.001827,3887,6006,none,default,True,True,,,
contradiction,50,2,2,aaf08517-5770-477d-8be8-59118a626578,51461,51348,4,0,0,20425,272,0.003227,5079,7311,none,default,True,True,True,Atlas,
contradiction,50,2,3,aaf08517-5770-477d-8be8-59118a626578,51468,51348,6,0,0,29702,107,0.00452,2707,5151,none,default,True,True,True,Atlas | two developers,
contradiction,50,2,4,aaf08517-5770-477d-8be8-59118a626578,51471,51348,8,0,0,38813,297,0.006,3916,6666,none,default,True,True,True,Atlas | two developers | 30000,
contradiction,50,2,5,aaf08517-5770-477d-8be8-59118a626578,51458,51348,10,0,0,48127,303,0.007401,4475,7017,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,50,2,6,aaf08517-5770-477d-8be8-59118a626578,51467,51348,12,0,0,57441,282,0.008785,19335,23522,none,default,False,True,False,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,50,2,7,aaf08517-5770-477d-8be8-59118a626578,51468,51348,12,0,811,66738,293,0.010186,17702,29136,none,default,False,True,False,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
contradiction,50,3,1,ed4e004d-1c8a-4482-8490-66952bc3d694,51481,51348,2,0,0,11029,347,0.001863,4395,6571,none,default,True,True,,,
contradiction,50,3,2,ed4e004d-1c8a-4482-8490-66952bc3d694,51461,51348,4,0,0,20480,360,0.003288,4753,7171,none,default,True,True,True,Atlas,
contradiction,50,3,3,ed4e004d-1c8a-4482-8490-66952bc3d694,51468,51348,6,0,0,29845,131,0.004555,11118,13920,none,default,False,True,True,Atlas | two developers,
contradiction,50,3,4,ed4e004d-1c8a-4482-8490-66952bc3d694,51471,51348,8,0,0,38980,121,0.00592,13915,16980,none,default,False,True,True,Atlas | two developers | 30000,
contradiction,50,3,5,ed4e004d-1c8a-4482-8490-66952bc3d694,51458,51348,10,0,0,48119,119,0.007289,5664,11934,none,default,True,True,True,Atlas | two developers | 30000 | audit log,
contradiction,50,3,6,ed4e004d-1c8a-4482-8490-66952bc3d694,51467,51348,12,0,0,57244,310,0.008773,15001,19890,none,default,False,True,True,Atlas | two developers | 30000 | audit log | Azure AD,
contradiction,50,3,7,ed4e004d-1c8a-4482-8490-66952bc3d694,51468,51348,12,0,712,66567,296,0.010163,19102,23746,none,default,False,True,True,Atlas | two developers | 30000 | audit log | Azure AD | approvals,
